EnglishName,ScientificName,RegionalRedlist,GlobalRedlist,AdjustedRegionalRedlist,SoIBPriority,LTC,CAT,CriteriaA_Category,CriteriaB_Category,CriteriaC_Category,CriteriaD_Category,CriteriaA_String,CriteriaB_String,CriteriaC_String,CriteriaD_String,GlobalCriteriaString,Decline3GEN_A,Decline3GEN,Decline3GEN_A_Mean,Decline3GENMean,Decline3GEN_A_Lci,Decline3GENLci,Decline3GEN_A_Method,Years3GEN,Decline1GEN,Years1GEN,Decline2GEN,Years2GEN,Decline3GEN_C,Decline3GEN_C1_Method,Decline3GEN_ContinuingDeclineMethod,GenerationLength,ActualDeclinePercentage,YearsActualDecline,ContinuingDecline,ActualDeclinePercentage_C1,YearsActualDecline_C1,BiogPop1Percent,CMS,CITES,Schedule,Endemic,EOO,MaxEOO,DeclineEOO,EOOYearBandChange,MinAOO,MaxAOO,MinLocations,Locations,MaxLocations,Subspecies,TotalLikelyPop,TotalMaxPop,GlobalPopulation,GlobalEOO,GlobalAOO,GlobalRangePercent,GlobalPopulationTrend,MigratoryStatusIndia,GlobalRedlistURL
Nicobar Hooded Pitta,Pitta abbotti,Least Concern,Not recognized,Least Concern,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.63,NA,,Unknown,NA,,,NA,NA,Schedule-II,Yes,606,"(Max 1,336)",NA,NA,165,(Max 409),NA,NA,NA,1,,,Unknown,"6,340,000",,100%,Decreasing,Resident,https://www.iucnredlist.org/species/103656903/259169187
Western Hooded Pitta,Pitta sordida,Least Concern,Least Concern,To be done,Low,Insufficient Data,Insufficient Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.63,NA,,Unknown,NA,,,NA,NA,Schedule-II,No,"783,983",,NA,NA,963,"(Max 121,032)",NA,NA,NA,1,,,Unknown,"6,340,000",,9%,Decreasing,Resident & Summer Migrant,https://www.iucnredlist.org/species/103656903/259169187
Mangrove Pitta,Pitta megarhyncha,Near Threatened,Near Threatened,To be done,High,Insufficient Data,Insufficient Data,NA,NT,NA,NA,NA,B1a+B2a,NA,NA,A2c+4c,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,4.47,NA,,Unknown,NA,,,NA,NA,Schedule-II,No,"7,273","(Max 12,895)",NA,NA,406,"(Max 1,733)",NA,2,NA,1,,,Unknown,"1,670,000",,9%,Decreasing,Resident,https://www.iucnredlist.org/species/22698691/270742814
White-bellied Minivet,Pericrocotus erythropygius,Least Concern,Least Concern,Least Concern,Moderate,Insufficient Data,Insufficient Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.67,NA,,Unknown,NA,,,NA,NA,Schedule-II,Yes,"1,667,518",,NA,NA,,,NA,NA,NA,1,,,Unknown,"2,480,000",,100%,Stable,Resident,https://www.iucnredlist.org/species/103694110/263748507
Small Minivet,Pericrocotus cinnamomeus,Least Concern,Least Concern,To be done,Moderate,Decline,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.55,NA,,No,NA,,,NA,NA,Schedule-I,No,"5,311,023",,NA,NA,,,NA,NA,NA,5,,,Unknown,"13,100,000",,59%,Decreasing,Resident,https://www.iucnredlist.org/species/22706741/264392378
Grey-chinned Minivet,Pericrocotus solaris,Least Concern,Least Concern,To be done,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.86,NA,,Unknown,NA,,,NA,NA,Schedule-II,No,"372,735",,NA,NA,"1,830","(Max 87,668)",NA,NA,NA,1,,,Unknown,"4,940,000",,7%,Decreasing,Resident & Altitudinal Migrant,https://www.iucnredlist.org/species/103694119/264337143
Short-billed Minivet,Pericrocotus brevirostris,Least Concern,Least Concern,To be done,Moderate,Rapid Decline,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.93,"-0.21% (0.57, -0.99) pa, ","10y, 2015-2025",Uncertain,NA,,,NA,NA,Schedule-II,No,"873,066",,NA,NA,"3,234","(Max 121,213)",NA,NA,NA,2,,,Unknown,"3,360,000",,10%,Decreasing,Resident & Altitudinal Migrant,https://www.iucnredlist.org/species/22706760/130429818
Long-tailed Minivet,Pericrocotus ethologus,Least Concern,Least Concern,To be done,Moderate,Decline,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.96,NA,,Yes,NA,,,NA,NA,Schedule-II,No,"2,399,739",,NA,NA,,,NA,NA,NA,4,,,Unknown,"6,160,000",,28%,Decreasing,Resident & Within-India Migrant,https://www.iucnredlist.org/species/22706757/130429247
Orange Minivet,Pericrocotus flammeus,Least Concern,Not recognized,To be done,Moderate,Decline,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,,Yes,NA,,,NA,NA,Schedule-II,No,"421,809",,NA,NA,,,NA,NA,NA,1,,,Unknown,"19,300,000",,NA,Decreasing,Resident,https://www.iucnredlist.org/species/22706766/130430325
Scarlet Minivet,Pericrocotus speciosus,Least Concern,Least Concern,To be done,Low,Stable,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.4,"-0.7% (0.47, -1.87) pa, ","10y, 2015-2025",Uncertain,NA,,,NA,NA,Schedule-II,No,"3,463,725",,NA,NA,,,NA,NA,NA,4,,,Unknown,"19,300,000",,21%,Decreasing,Resident,https://www.iucnredlist.org/species/22706766/130430325
Ashy Minivet,Pericrocotus divaricatus,Least Concern,Least Concern,To be done,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.29,NA,,Unknown,NA,,,NA,NA,Schedule-II,No,"900,661",,NA,NA,218,"(Max 42,305)",NA,NA,NA,1,,,Unknown,"3,110,000",,5%,Decreasing,Winter Migrant,https://www.iucnredlist.org/species/22706735/130428286
Brown-rumped Minivet,Pericrocotus cantonensis,Least Concern,Least Concern,To be done,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.93,NA,,Unknown,NA,,,NA,NA,Schedule-II,No,"1,033,533",,NA,NA,36,"(Max 217,196)",NA,NA,NA,1,,,Unknown,"2,270,000",,NA,Decreasing,Winter Migrant,https://www.iucnredlist.org/species/22706731/264392808
Rosy Minivet,Pericrocotus roseus,Least Concern,Least Concern,To be done,Low,Insufficient Data,Insufficient Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.95,NA,,Unknown,NA,,,NA,NA,Schedule-II,No,"2,748,222",,NA,NA,"1,847","(Max 667,608)",NA,NA,NA,1,,,Unknown,"3,630,000",,28%,Decreasing,Resident & Local Migrant,https://www.iucnredlist.org/species/22706728/130426419
Indian Cuckooshrike,Coracina macei,Least Concern,Least Concern,To be done,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,4.36,NA,,Unknown,NA,,,NA,NA,Schedule-II,No,"2,550,356",,NA,NA,,,NA,NA,NA,1,,,Unknown,"3,300,000",,97%,Decreasing,Resident,https://www.iucnredlist.org/species/183458017/173326100
Oriental Cuckooshrike,Coracina javensis,Least Concern,Least Concern,To be done,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,4.62,NA,,Unknown,NA,,,NA,NA,Schedule-II,No,"2,422,712",,NA,NA,,,NA,NA,NA,2,,,Unknown,"13,500,000",,10%,Stable,Resident,https://www.iucnredlist.org/species/183446899/173325415
Andaman Cuckooshrike,Coracina dobsoni,Least Concern,Near Threatened,Least Concern,Moderate,Insufficient Data,Insufficient Data,NA,NA,NA,NA,NA,NA,NA,NA,C2a(i),NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,5.25,NA,,Unknown,NA,,,NA,NA,Schedule-II,Yes,"12,800","(Max 17,327)",NA,NA,476,"(Max 3,072)",NA,NA,NA,1,,,"2,500-9,999","10,100",,100%,Decreasing,Resident,https://www.iucnredlist.org/species/103694300/118680469
Pied Triller,Lalage nigra,Least Concern,Least Concern,To be done,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,,Unknown,NA,,,NA,NA,Schedule-II,No,847,"(Max 1,579)",NA,NA,49,(Max 171),NA,NA,NA,1,,,Unknown,"7,010,000",,< 1%,Decreasing,Resident,https://www.iucnredlist.org/species/22706651/130421238
Black-winged Cuckooshrike,Lalage melaschistos,Least Concern,Least Concern,To be done,Low,Trend Inconclusive,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.62,"-0.85% (0.86, -2.55) pa, ","10y, 2015-2025",Uncertain,NA,,,NA,NA,Schedule-II,No,"1,909,344",,-22.7%,2008-2020 to 2021-2025,,,NA,NA,NA,1,,,Unknown,"8,190,000",,23%,Decreasing,Resident & Within-India Migrant,https://www.iucnredlist.org/species/22706636/130420674
Black-headed Cuckooshrike,Lalage melanoptera,Least Concern,Least Concern,To be done,Moderate,Decline,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.39,NA,,Yes,NA,,,NA,NA,Schedule-II,No,"3,252,685",,NA,NA,,,NA,NA,NA,2,,,Unknown,"2,350,000",,87%,Decreasing,Within-India Migrant,https://www.iucnredlist.org/species/22706642/264304816
Black-headed Shrike-Babbler,Pteruthius rufiventer,Least Concern,Least Concern,To be done,Moderate,Insufficient Data,Insufficient Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.71,NA,,Unknown,NA,,,NA,NA,Schedule-II,No,"324,252",,NA,NA,"1,039","(Max 78,898)",NA,NA,NA,1,,,Unknown,"1,080,000",,34%,Decreasing,Resident & Altitudinal Migrant,https://www.iucnredlist.org/species/22716532/264352692
White-browed Shrike-Babbler,Pteruthius aeralatus,Least Concern,Least Concern,To be done,Low,Stable,Rapid Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.53,"4.95% (7.57, 2.32) pa, ","10y, 2015-2025",No,NA,,,NA,NA,Schedule-II,No,"1,087,526",,NA,NA,,,NA,NA,NA,2,,,Unknown,"13,200,000",,9%,Decreasing,Resident & Altitudinal Migrant,https://www.iucnredlist.org/species/103693575/264391766
Green Shrike-Babbler,Pteruthius xanthochlorus,Near Threatened,Least Concern,To be done,Moderate,Insufficient Data,Decline,NA,NT,NA,NA,A2b+ A4b,B2b(v),NA,NA,NA,18,18,33,33,46,46,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.84,"-3.95% (-1.96, -5.93) pa, ","10y, 2015-2025",Yes,NA,,,NA,NA,Schedule-II,No,"1,155,059",,NA,NA,"1,322","(Max 147,057)",NA,NA,NA,3,,,Unknown,"4,390,000",,21%,Decreasing,Resident,https://www.iucnredlist.org/species/22716540/263777200
Black-eared Shrike-Babbler,Pteruthius melanotis,Least Concern,Least Concern,To be done,Low,Insufficient Data,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.56,NA,,Uncertain,NA,,,NA,NA,Schedule-II,No,"377,551",,NA,NA,"1,760","(Max 90,452)",NA,NA,NA,1,,,Unknown,"4,170,000",,17%,Decreasing,Resident & Altitudinal Migrant,https://www.iucnredlist.org/species/22716544/264352294
Clicking Shrike-Babbler,Pteruthius intermedius,Least Concern,Not recognized,To be done,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.72,NA,,Unknown,NA,,,NA,NA,Schedule-II,No,,,NA,NA,,,NA,NA,NA,1,,,Unknown,"5,660,000",,2%,Decreasing,Uncertain,https://www.iucnredlist.org/species/22716548/264359753
White-bellied Erpornis,Erpornis zantholeuca,Least Concern,Least Concern,To be done,Low,Insufficient Data,Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.89,"4.36% (6.69, 2.03) pa, ","10y, 2015-2025",No,NA,,,NA,NA,Schedule-II,No,"834,037",,NA,NA,"3,774","(Max 122,636)",NA,NA,NA,1,,,Unknown,"10,400,000",,5%,Decreasing,Resident,https://www.iucnredlist.org/species/22716753/264280390
Mangrove Whistler,Pachycephala cinerea,Least Concern,Least Concern,To be done,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,4.66,NA,,Unknown,NA,,,NA,NA,Schedule-II,No,"265,224",,NA,NA,762,"(Max 5,017)",NA,NA,NA,1,,,Unknown,"7,600,000",,3%,Decreasing,Resident,https://www.iucnredlist.org/species/22705440/280914959
Indian Golden Oriole,Oriolus kundoo,Least Concern,Least Concern,To be done,Low,Trend Inconclusive,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.73,NA,,Yes,NA,,,Appendix II,NA,Schedule-II,No,"3,897,033",,NA,NA,,,NA,NA,NA,1,,,Unknown,"3,120,000",,64%,Unknown,Within-India Migrant,https://www.iucnredlist.org/species/103692955/173328151
Black-naped Oriole,Oriolus chinensis,Near Threatened,Least Concern,To be done,Moderate,Stable,Decline,NT,NA,NA,NA,A4b,NA,NA,NA,NA,24,24,40,40,52,52,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,4.02,"-4.14% (-2.28, -6) pa, ","10y, 2015-2025",Yes,NA,,,Appendix II,NA,Schedule-II,No,"4,342,549",,NA,NA,,,NA,NA,NA,3,,,Unknown,"17,400,000",,10%,Decreasing,Winter Migrant,https://www.iucnredlist.org/species/22706394/130376308
Slender-billed Oriole,Oriolus tenuirostris,Least Concern,Least Concern,To be done,High,Insufficient Data,Insufficient Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.75,NA,,Unknown,NA,,,Appendix II,NA,Schedule-II,No,"224,556",,NA,NA,258,"(Max 56,580)",NA,NA,NA,1,,,Unknown,"1,600,000",,13%,Decreasing,Summer Migrant & Localized Winter Migrant,https://www.iucnredlist.org/species/22706397/130376763
Black-hooded Oriole,Oriolus xanthornus,Least Concern,Least Concern,To be done,Low,Trend Inconclusive,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.65,"-0.45% (0.08, -0.98) pa, ","10y, 2015-2025",Uncertain,NA,,,Appendix II,NA,Schedule-II,No,"5,196,174",,NA,NA,,,NA,NA,NA,3,,,Unknown,"10,700,000",,58%,Stable,Resident & Local Migrant,https://www.iucnredlist.org/species/22706437/130378031
Maroon Oriole,Oriolus traillii,Least Concern,Least Concern,To be done,Low,Stable,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.77,"-0.13% (2.47, -2.73) pa, ","10y, 2015-2025",Uncertain,NA,,,NA,NA,Schedule-II,No,"1,177,844",,NA,NA,,,NA,NA,NA,1,,,Unknown,"5,200,000",,15%,Stable,Resident & Local Migrant,https://www.iucnredlist.org/species/22706446/130378420
Ashy Woodswallow,Artamus fuscus,Least Concern,Least Concern,To be done,Low,Decline,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,4.02,"-0.43% (0.34, -1.2) pa, ","10y, 2015-2025",Uncertain,NA,,,NA,NA,Schedule-II,No,"3,594,662",,NA,NA,,,NA,NA,NA,1,,,Unknown,"9,310,000",,45%,Stable,Resident,https://www.iucnredlist.org/species/22706302/263778163
White-breasted Woodswallow,Artamus leucorynchus,Least Concern,Least Concern,To be done,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.81,NA,,Unknown,NA,,,NA,NA,Schedule-II,No,"12,799","(Max 19,344)",NA,NA,577,"(Max 3,041)",NA,NA,NA,1,,,Unknown,"30,100,000",,< 1%,Stable,Resident,https://www.iucnredlist.org/species/22706305/263792589
Malabar Woodshrike,Tephrodornis sylvicola,Least Concern,Least Concern,Least Concern,Moderate,Rapid Decline,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.48,"-0.69% (0.08, -1.46) pa, ","10y, 2015-2025",Uncertain,NA,,,NA,NA,Schedule-II,Yes,"123,559",,NA,NA,,,NA,NA,NA,1,,,Unknown,"266,000",,100%,Decreasing,Resident,https://www.iucnredlist.org/species/103703869/280960330
Large Woodshrike,Tephrodornis virgatus,Least Concern,Least Concern,To be done,Low,Trend Inconclusive,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.48,"-1.59% (0.95, -4.12) pa, ","10y, 2015-2025",Uncertain,NA,,,NA,NA,Schedule-II,No,"1,843,559",,NA,NA,"3,454","(Max 412,597)",NA,NA,NA,1,,,Unknown,"13,100,000",,9%,Decreasing,Resident,https://www.iucnredlist.org/species/103703834/264393396
Common Woodshrike,Tephrodornis pondicerianus,Least Concern,Least Concern,To be done,Moderate,Rapid Decline,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.11,"0.12% (0.55, -0.31) pa, ","10y, 2015-2025",Uncertain,NA,,,NA,NA,Schedule-II,No,"3,988,658",,NA,NA,,,NA,NA,NA,2,,,Unknown,"8,810,000",,60%,Decreasing,Resident,https://www.iucnredlist.org/species/103703875/264399781
Bar-winged Flycatcher-shrike,Hemipus picatus,Least Concern,Least Concern,To be done,Low,Decline,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.68,"0.7% (1.63, -0.23) pa, ","10y, 2015-2025",Uncertain,NA,,,NA,NA,Schedule-II,No,"3,755,963",,NA,NA,,,NA,NA,NA,2,,,Unknown,"14,200,000",,22%,Decreasing,Resident,https://www.iucnredlist.org/species/22706769/130352774
Common Iora,Aegithina tiphia,Least Concern,Least Concern,To be done,Low,Trend Inconclusive,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.6,"0.42% (1.76, -0.91) pa, ","10y, 2015-2025",Uncertain,NA,,,NA,NA,Schedule-II,No,"4,503,076",,NA,NA,,,NA,NA,NA,5,,,Unknown,"14,900,000",,41%,Unknown,Resident,https://www.iucnredlist.org/species/22707433/263708517
White-tailed Iora,Aegithina nigrolutea,Least Concern,Least Concern,To be done,Moderate,Insufficient Data,Insufficient Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.78,NA,,Unknown,NA,,,NA,NA,Schedule-II,No,"1,415,167",,NA,NA,,,NA,NA,NA,1,,,Unknown,"2,370,000",,99%,Unknown,Resident,https://www.iucnredlist.org/species/22707436/280911825
White-throated Fantail,Rhipidura albicollis,Least Concern,Least Concern,To be done,Low,Trend Inconclusive,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.39,NA,,No,NA,,,Appendix II,NA,Schedule-II,No,"2,202,049",,NA,NA,,,NA,NA,NA,4,,,Unknown,"11,200,000",,17%,Decreasing,Resident & Altitudinal Migrant,https://www.iucnredlist.org/species/103709726/264364138
Spot-breasted Fantail,Rhipidura albogularis,Least Concern,Least Concern,Least Concern,Low,Rapid Increase,Rapid Increase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.3,"16.23% (17.78, 14.67) pa, ","10y, 2015-2025",No,NA,,,NA,NA,Schedule-II,Yes,"1,279,158",,NA,NA,,,NA,NA,NA,2,,,Unknown,"1,920,000",,100%,Decreasing,Resident,https://www.iucnredlist.org/species/103709613/264355695
White-browed Fantail,Rhipidura aureola,Least Concern,Least Concern,To be done,High,Rapid Decline,Decline,NA,NA,NA,NA,A2b+ A4b,NA,NA,NA,NA,15,15,20,20,25,25,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,2.23,"-2.24% (-1.66, -2.83) pa, ","10y, 2015-2025",Yes,NA,,,NA,NA,Schedule-II,No,"2,905,746",,NA,NA,,,NA,NA,NA,3,,,Unknown,"8,760,000",,60%,Stable,Resident & Altitudinal Migrant,https://www.iucnredlist.org/species/22706796/263898241
Black Drongo,Dicrurus macrocercus,Least Concern,Least Concern,To be done,Low,Trend Inconclusive,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.2,"-0.69% (0.13, -1.52) pa, ","10y, 2015-2025",Uncertain,NA,,,NA,NA,Schedule-II,No,"6,719,829",,NA,NA,,,NA,NA,NA,2,,,Unknown,"17,900,000",,30%,Unknown,Resident & Local Migrant,https://www.iucnredlist.org/species/22706961/263816137
Ashy Drongo,Dicrurus leucophaeus,Least Concern,Least Concern,To be done,Low,Trend Inconclusive,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.05,NA,,Yes,NA,,,NA,NA,Schedule-II,No,"6,218,332",,NA,NA,,,NA,NA,NA,4,,,Unknown,"16,600,000",,27%,Unknown,Within-India Migrant,https://www.iucnredlist.org/species/22706964/263814968
White-bellied Drongo,Dicrurus caerulescens,Least Concern,Least Concern,To be done,Moderate,Decline,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.55,NA,,Yes,NA,,,NA,NA,Schedule-II,No,"2,756,927",,NA,NA,,,NA,NA,NA,1,,,Unknown,"2,880,000",,96%,Decreasing,Resident,https://www.iucnredlist.org/species/22706967/264378018
Crow-billed Drongo,Dicrurus annectens,Least Concern,Least Concern,To be done,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.15,NA,,Unknown,NA,,,NA,NA,Schedule-II,No,"943,078",,NA,NA,160,"(Max 209,181)",NA,NA,NA,1,,,Unknown,"2,760,000",,8%,Decreasing,Summer Migrant,https://www.iucnredlist.org/species/22706970/264377304
Bronzed Drongo,Dicrurus aeneus,Least Concern,Least Concern,To be done,Low,Trend Inconclusive,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.05,NA,,No,NA,,,NA,NA,Schedule-II,No,"3,591,103",,NA,NA,,,NA,NA,NA,1,,,Unknown,"15,800,000",,26%,Unknown,Resident,https://www.iucnredlist.org/species/22706973/263813830
Lesser Racket-tailed Drongo,Dicrurus remifer,Near Threatened,Least Concern,To be done,Moderate,Trend Inconclusive,Decline,NT,NA,NA,NA,A2b+ A4b,NA,NA,NA,NA,22,22,36,36,48,48,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.46,"-4.35% (-2.44, -6.26) pa, ","10y, 2015-2025",Yes,NA,,,NA,NA,Schedule-II,No,"1,135,100",,NA,NA,,,NA,NA,NA,1,,,Unknown,"7,240,000",,10%,Decreasing,Resident & Local Migrant,https://www.iucnredlist.org/species/22706976/264377592
Hair-crested Drongo,Dicrurus hottentottus,Near Threatened,Least Concern,To be done,Moderate,Decline,Decline,NT,NA,NA,NA,A4b,NA,NA,NA,NA,28,28,37,37,45,45,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.71,"-4.05% (-2.89, -5.21) pa, ","10y, 2015-2025",Yes,NA,,,NA,NA,Schedule-II,No,"4,026,060",,NA,NA,,,NA,NA,NA,1,,,Unknown,"22,500,000",,18%,Decreasing,Resident & Winter Migrant,https://www.iucnredlist.org/species/232589675/235460948
Andaman Drongo,Dicrurus andamanensis,Least Concern,Least Concern,To be done,High,Insufficient Data,Decline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.72,"-2.98% (-1.37, -4.6) pa, ","10y, 2015-2025",Yes,NA,,,NA,NA,Schedule-II,No,"13,145","(Max 19,982)",NA,NA,"2,058","(Max 4,098)",NA,NA,NA,2,,,Unknown,"24,000",,100%,Decreasing,Resident,https://www.iucnredlist.org/species/22707002/118539254
Greater Racket-tailed Drongo,Dicrurus paradiseus,Least Concern,Least Concern,To be done,Low,Decline,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,3.91,"-0.65% (0.11, -1.41) pa, ","10y, 2015-2025",Uncertain,NA,,,NA,NA,Schedule-II,No,"5,388,532",,NA,NA,,,NA,NA,NA,5,,,Unknown,"13,900,000",,37%,Decreasing,Resident,https://www.iucnredlist.org/species/103711122/264408319
