"eBird.English.Name.2025","eBird.Scientific.Name.2025","eBird.Code","Order","Family","SoIB.Past.Priority.Status","SoIB.Past.Long.Term.Status","SoIB.Past.Current.Status","SoIB.Past.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Avilist.English.Name","Avilist.Scientific.Name","Avibase.ID","Selected.NRL","Generation.Length","No.of.Subspecies","Percent.of.Global.Range","India.Checklist.Sortorder","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","proj2030.lci","proj2030.mean","proj2030.rci","proj2031.lci","proj2031.mean","proj2031.rci","proj2032.lci","proj2032.mean","proj2032.rci","proj2033.lci","proj2033.mean","proj2033.rci","proj2034.lci","proj2034.mean","proj2034.rci","rangemean","rangelci","rangerci"
"Streak-throated Barwing","Actinodura waldeni","sttbar1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Moderate","Data Deficient","Uncertain","Restricted","Diurnal","Diurnal","Omnivore","No","No","Yes","Eastern Himalayas","Forest","Resident",NA,NA,NA,"Streak-throated Barwing","Actinodura waldeni","Streak-throated Barwing","Sibia waldeni","Least Concern","Schedule-II","","",NA,"Streak-throated Barwing","Actinodura waldeni","avibase-EE65C146",1,4.15,3,0.324231473,1010,"","","X",24,0.0416666666666667,0.239583333333333,0.458333333333333,8.54166666666667,1.9385037995001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20618,20080,21156
"Blue-winged Minla","Actinodura cyanouroptera","blwmin1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Blue-winged Minla","Actinodura cyanouroptera","Blue-winged Minla","Siva cyanouroptera","Least Concern","Schedule-II","","",NA,"Blue-winged Minla","Actinodura cyanouroptera","avibase-A6704D52",1,2.87,2,0.04488907,1011,"","X","X",139,0.0935251798561151,0.410071942446043,0.611510791366906,10.8129496402878,1.05115315953475,NA,NA,NA,0.160907987208238,2.29386702887063,4.42682607053302,103.050475314453,118.233157124775,135.487683275915,103.504109417136,120.889876291121,141.091400427438,103.884254112894,123.57938982221,147.122066964062,104.305192826995,126.296809405786,153.352055497733,104.733325950467,129.209992128015,159.933975506932,105.097182931259,132.12960136313,166.796962451698,105.410707400569,135.176474907069,173.841786749878,105.691104126276,138.344088878264,181.327720095062,NA,NA,NA,120031,119699,120363
"Chestnut-tailed Minla","Actinodura strigula","chtmin1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Chestnut-tailed Minla","Actinodura strigula","Bar-throated Minla","Chrysominla strigula","Least Concern","Schedule-II","","",NA,"Bar-throated Minla","Actinodura strigula","avibase-55B3A7AF",1,3.06,3,0.222483178,1012,"X","X","X",145,0.186206896551724,0.370689655172414,0.531034482758621,11.1448275862069,0.981684323486422,39.5807010241464,49.1550768753764,61.2102221728601,-1.80400306558559,-0.599028393240571,0.605946279104444,81.474255367313,94.1005480116181,108.582279244696,79.062176412129,93.1009304533134,109.401513455712,76.7554525730488,92.134044180889,110.459778115865,74.4813330244929,91.213047105488,111.450373852242,72.2281345588843,90.2729858075724,112.455556971014,69.9704208605445,89.3204947472843,113.610723332735,67.8190601354949,88.3668188848369,114.755012322988,65.7262013279157,87.4576489415714,115.8662612763,NA,NA,NA,93041,92728,93354
"Rusty-fronted Barwing","Actinodura egertoni","rufbar1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","Yes","Eastern Himalayas","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Rusty-fronted Barwing","Actinodura egertoni","Rusty-fronted Barwing","Actinodura egertoni","Least Concern","Schedule-II","","",NA,"Rusty-fronted Barwing","Actinodura egertoni","avibase-34B1C50C",1,3.91,4,0.425100315,1013,"","X","X",88,0.125,0.352272727272727,0.579545454545455,9.14772727272727,1.2474167236628,NA,NA,NA,1.16189998539467,4.08667440762125,7.01144882984783,104.092691904697,130.10509372034,162.154095812077,105.267289296945,135.734108016188,173.897637637392,106.422051464532,141.457014922491,186.789863083497,107.608553836242,147.315230487047,201.094139595695,108.671006138284,153.666602366496,216.360687264695,109.958080510522,160.347960154089,232.843244267633,110.987026604369,166.944352125901,250.643310337149,112.086452069373,173.933992706648,269.397510240494,NA,NA,NA,72620,72294,72946
"Red-billed Leiothrix","Leiothrix lutea","reblei","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Red-billed Leiothrix","Leiothrix lutea","Red-billed Leiothrix","Leiothrix lutea","Least Concern","Schedule-II","Appendix II","",NA,"Red-billed Leiothrix","Leiothrix lutea","avibase-E147E79E",1,4.71,2,0.05650525,1014,"X","X","X",127,0.110236220472441,0.417322834645669,0.551181102362205,12.0787401574803,1.17237013712163,196.386694140895,269.814983684579,380.97322718905,-1.44610635696319,4.75998384825792,10.966074053479,83.9282656183473,98.2650891848315,114.987451367404,83.7713727284548,100.142758464313,119.783301855913,83.5650950102347,102.005137002859,124.814090939665,83.3514412198377,103.99315463039,130.143396517318,83.0818895473817,105.955147783198,135.782624741546,82.8067876238376,108.102165205604,141.591504558627,82.4756304715426,110.116588919084,147.665585487279,82.1783723811006,112.156622358669,153.961209144175,NA,NA,NA,92436,92083,92789
"Silver-eared Mesia","Leiothrix argentauris","siemes1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Silver-eared Mesia","Leiothrix argentauris","Silver-eared Mesia","Leiothrix argentauris","Least Concern","Schedule-II","Appendix II","",NA,"Silver-eared Mesia","Leiothrix argentauris","avibase-6B9D3B7D",1,3.87,3,0.140666102,1015,"","","X",139,0.122302158273381,0.343525179856115,0.611510791366906,8.06474820143885,0.997512069572582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119551,119296,119806
"Red-tailed Minla","Minla ignotincta","retmin1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Moderate","Data Deficient","Data Deficient","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Altitudinal Migrant",NA,NA,NA,"Red-tailed Minla","Minla ignotincta","Red-tailed Minla","Minla ignotincta","Least Concern","Schedule-II","","",NA,"Red-tailed Minla","Minla ignotincta","avibase-63449558",1,2.83,1,0.116800526,1016,"","X","X",72,0.208333333333333,0.416666666666667,0.583333333333333,9.77777777777778,1.48852839398195,NA,NA,NA,-0.168343463350055,1.79965527965181,3.76765402265368,104.746910201348,117.829388257489,132.948463482067,104.724810995477,119.878363414617,137.571365341854,104.773581666097,122.056571340754,142.275856895718,104.851510960625,124.198543898778,147.371275014426,104.871143715589,126.322395020288,152.537142172811,104.946721996617,128.644849366399,157.850617458472,105.018101401902,130.9149716613,163.405387504133,105.052828608666,133.131551981124,169.581427481448,NA,NA,NA,61024,60665,61383
"Rufous-backed Sibia","Leioptila annectens","rubsib1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",1,NA,NA,"Rufous-backed Sibia","Leioptila annectens","Rufous-backed Sibia","Leioptila annectens","Least Concern","Schedule-II","","",NA,"Rufous-backed Sibia","Leioptila annectens","avibase-932DB585",1,3.43,1,0.246854631,1017,"","","X",40,0.1,0.2875,0.45,7.55,1.44158171677982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44566,44087,45045
"Bugun Liocichla","Liocichla bugunorum","buglio1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","High","Data Deficient","Data Deficient","Very Restricted","Diurnal","Diurnal","Omnivore","Yes","Yes","Yes","Eastern Himalayas","Forest","Resident",NA,NA,NA,"Bugun Liocichla","Liocichla bugunorum","Bugun Liocichla","Liocichla bugunorum","Critically Endangered","Schedule-I","","",NA,"Bugun Liocichla","Liocichla bugunorum","avibase-8D7B97E0",1,3.58,1,1,1018,"","X","X",1,NA,1,1,17,NA,NA,NA,NA,8.05666150398904,18.0770157101903,28.0973699163916,187.519893612367,285.461741397695,437.209157738079,199.256653729804,320.43079524783,516.341728140156,212.202979022897,362.076191548659,615.113584975654,224.307794666341,407.26610603082,726.580439010202,238.046922477898,457.740161195583,862.148958850648,252.164059697599,515.900239112922,1032.17968779464,267.038630966717,579.963835194704,1224.6139071485,282.742426160874,652.06160374549,1458.92630841091,NA,NA,NA,1668,1642,1694
"Red-faced Liocichla","Liocichla phoenicea","reflio2","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Red-faced Liocichla","Liocichla phoenicea","Red-faced Liocichla","Liocichla phoenicea","Least Concern","Schedule-II","","",NA,"Red-faced Liocichla","Liocichla phoenicea","avibase-D0E844AC",1,3.86,2,0.458439899,1019,"","X","X",64,0.03125,0.318359375,0.5,9.84375,1.51797019303557,NA,NA,NA,-1.11496200016942,2.58558893434699,6.28613986886341,61.3482588057363,89.0949144278225,129.580307174841,61.0207045617029,92.9859246768081,142.331977996523,60.6214214938028,97.1097140734466,156.330121910659,60.1219220160115,101.318877996726,171.905528920438,59.6382456446677,105.97386787867,189.508321270839,59.1526677485229,110.775947896104,208.958099339049,58.6342069077589,115.897678499398,230.480909011567,58.0942439494362,120.740316519352,254.114171219498,NA,NA,NA,55100,54705,55495
"Large Gray Babbler","Argya malcolmi","lagbab2","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Stable","Uncertain","Very Large","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Non-specialized","Resident",NA,NA,NA,"Large Grey Babbler","Argya malcolmi","Large Grey Babbler","Argya malcolmi","Least Concern","Schedule-II","","",NA,"Large Grey Babbler","Argya malcolmi","avibase-8EB286E5",1,6.24,1,0.996004496,1020,"X","X","X",1874,0.0586979722518677,0.364327641408751,0.532017075773746,9.41835645677695,0.285870718770619,63.821202197255,67.9590747282974,72.3151092119933,-1.90670683390531,-1.30105358337261,-0.695400332839914,79.8610176713996,84.4548117832169,89.3638193734722,77.8741641378299,82.9530144109009,88.4531133981121,75.9320761291619,81.497587917826,87.5648213237054,74.0327356433094,80.0798345158392,86.681843495231,72.1455206445691,78.6794752328409,85.822518748622,70.3185299265327,77.2911460817014,84.9710481918737,68.5344912411458,75.9293638037235,84.1365395645396,66.7879286856031,74.5972758060244,83.3188627952541,NA,NA,NA,1539408,1539014,1539802
"Slender-billed Babbler","Argya longirostris","slbbab1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","High","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Grassland","Resident",NA,NA,NA,"Slender-billed Babbler","Argya longirostris","Slender-billed Babbler","Argya longirostris","Vulnerable","Schedule-I","","",NA,"Slender-billed Babbler","Argya longirostris","avibase-B7794D41",1,5.26,1,0.86921158,1021,"","","X",13,0.0769230769230769,0.442307692307692,0.615384615384615,12,2.96917151528494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8431,8180,8682
"Rufous Babbler","Argya subrufa","rufbab3","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Moderate","Uncertain","Strong Decline","Moderate","Diurnal","Diurnal","Invertebrate","Yes","Yes","No","Western Ghats","Grassland & Scrub","Resident",NA,NA,NA,"Rufous Babbler","Argya subrufa","Rufous Babbler","Argya subrufa","Least Concern","Schedule-II","","",NA,"Rufous Babbler","Argya subrufa","avibase-51AADA00",1,5.91,2,1,1022,"X","X","X",178,0.162921348314607,0.573033707865168,0.685393258426966,19.9213483146067,0.769395303866941,55.6435553998708,67.4841125351058,83.8048843466834,-3.77445715338468,-2.40326548479575,-1.03207381620681,58.3752833262128,65.3750868713226,73.0977325423465,55.7846963641875,63.44341610256,71.9738771608918,53.317323440832,61.5844830999523,70.8907927224527,50.9263951893217,59.7597302792409,69.8827788094203,48.6190138383122,57.9726183259335,68.9128189027776,46.4455773484042,56.2359002967382,67.9299532934169,44.3420099251469,54.5615886556408,66.9295441653777,42.3277910500735,52.9642915893832,66.0295693078082,NA,NA,NA,114525,114364,114686
"Jungle Babbler","Argya striata","junbab2","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Stable","Uncertain","Very Large","Diurnal","Diurnal","Omnivore","No","Yes","No","Indian Subcontinent","Non-specialized","Resident",NA,NA,NA,"Jungle Babbler","Argya striata","Jungle Babbler","Argya striata","Least Concern","Schedule-II","","",NA,"Jungle Babbler","Argya striata","avibase-5713B725",1,5.67,5,0.862608859,1023,"X","X","X",2770,0.0830324909747292,0.434792418772563,0.606137184115523,9.03971119133574,0.239521208869055,100.824988615186,105.805501059466,111.078369006528,-1.08245684025994,-0.616940860061366,-0.151424879862794,90.113332652776,92.7318684375125,95.4213826120798,89.2705519407178,92.1980480270779,95.2490081240023,88.4179067116214,91.6765142098012,95.0845321499734,87.5518105796113,91.1606486534382,94.9262831773852,86.7038822507711,90.6562054893685,94.7709700931871,85.8495861619552,90.1535817550318,94.6203756083715,85.0195705238935,89.6427901774336,94.4746835860069,84.1934971724895,89.1289669250445,94.3221126601934,NA,NA,NA,2100785,2100489,2101081
"Yellow-billed Babbler","Argya affinis","yebbab1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Omnivore","No","Yes","No","Indian Subcontinent","Non-specialized","Resident",NA,NA,NA,"Yellow-billed Babbler","Argya affinis","Yellow-billed Babbler","Argya affinis","Least Concern","Schedule-II","","",NA,"Yellow-billed Babbler","Argya affinis","avibase-A70548E8",1,5.98,1,0.911720948,1024,"X","X","X",796,0.120603015075377,0.557003768844221,0.669597989949749,12.6809045226131,0.508230115075901,119.724812478559,131.467197398714,142.614210407929,-2.65008779792272,-1.5929799467986,-0.535872095674475,86.7022472955015,91.1138022698258,95.8530900353091,85.1504409106761,90.08230334468,95.3868630282528,83.6273980456518,89.0654640558092,94.9261331033397,82.1091426604428,88.0588855566409,94.5149565620912,80.6043112511071,87.051894154261,94.101120974961,79.1105108631766,86.0531451200416,93.6908577280496,77.652258389241,85.112035603437,93.2811572676167,76.2223514880955,84.1371713253224,92.8868757002857,NA,NA,NA,578423,578145,578701
"Common Babbler","Argya caudata","combab3","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Omnivore","No","Yes","No","Indian Subcontinent","Open Habitat","Resident",NA,NA,NA,"Common Babbler","Argya caudata","Common Babbler","Argya caudata","Least Concern","Schedule-II","","",NA,"Common Babbler","Argya caudata","avibase-310AEDC8",1,5.65,2,0.629893111,1025,"X","X","X",1431,0.0656883298392732,0.32835429769392,0.449336128581412,9.79594689028651,0.314312666060589,100.546292817844,109.414931327069,119.259291640915,-5.1313375331014,-3.39585687715588,-1.66037622121037,74.6875704384187,81.8263611567318,89.5655841389498,71.8678467261937,79.6456329650986,88.2342805081535,69.1484591368324,77.5261039414567,86.9619598548377,66.4625707723373,75.4885654896916,85.7321475888078,63.8618682154198,73.505597728076,84.5363802574915,61.3710763410453,71.5476494486792,83.3556322543967,58.9962173606817,69.6522069106155,82.1988748678717,56.6878539504065,67.8046737202231,81.0689666536224,NA,NA,NA,1182929,1182477,1183381
"Striated Babbler","Argya earlei","strbab1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Grassland","Resident",NA,NA,NA,"Striated Babbler","Argya earlei","Striated Babbler","Argya earlei","Least Concern","Schedule-II","","",NA,"Striated Babbler","Argya earlei","avibase-308AADDB",1,5.7,2,0.527210933,1026,"X","X","X",262,0.0610687022900763,0.32013358778626,0.446564885496183,10.9007633587786,0.761768722615487,170.663948202768,209.406215923386,259.227749566061,-13.3574094385276,-4.49505832134059,4.36729279584638,60.914865005547,78.0702395928196,100.220395867581,58.0140676551182,76.8996801931728,102.010616767978,55.2500048564924,75.7257204981727,103.938022649637,52.5979041872802,74.5736597467713,105.863854829607,50.0590364344317,73.4338844276165,107.996667328261,47.6184162194398,72.3340422013607,110.158578495209,45.2567835092947,71.2214924391174,112.435725020569,42.9880107968905,70.115277830804,114.670927580837,NA,NA,NA,243482,242978,243986
"Spot-breasted Laughingthrush","Garrulax merulinus","spblau1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Moderate","Data Deficient","Data Deficient","Restricted","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Spot-breasted Laughingthrush","Garrulax merulinus","Spot-breasted Laughingthrush","Garrulax merulinus","Least Concern","Schedule-II","","",NA,"Spot-breasted Laughingthrush","Garrulax merulinus","avibase-9D4891EC",1,4.54,1,0.128852079,1027,"","","",19,NA,0.228070175438596,0.263157894736842,8.8421052631579,1.9268417139087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lesser Necklaced Laughingthrush","Garrulax monileger","lenlau1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Lesser Necklaced Laughingthrush","Garrulax monileger","Lesser Necklaced Laughingthrush","Garrulax monileger","Least Concern","Schedule-II","","",NA,"Lesser Necklaced Laughingthrush","Garrulax monileger","avibase-3651A4D5",1,3.86,2,0.073291697,1028,"","X","X",112,0.0982142857142857,0.295758928571429,0.455357142857143,10.8125,1.09229258756381,NA,NA,NA,-7.15985810331372,-5.13401040667232,-3.10816271003093,46.0426509324254,54.3111122595839,63.8259866128783,42.1297023628018,50.8148167197562,61.0564208247932,38.5747332122836,47.5137532070561,58.5218172989801,35.2728270040574,44.438985094858,55.9252890751358,32.2524892689442,41.6103308329525,53.5591912047949,29.5400473727857,38.9407136582977,51.3081146402039,26.9794391043369,36.4980095270805,49.1897235938952,24.6590501582019,34.1433832067217,47.1126175702871,NA,NA,NA,101423,100925,101921
"White-crested Laughingthrush","Garrulax leucolophus","whclau2","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"White-crested Laughingthrush","Garrulax leucolophus","White-crested Laughingthrush","Garrulax leucolophus","Least Concern","Schedule-II","","",NA,"White-crested Laughingthrush","Garrulax leucolophus","avibase-6583F1BC",1,4.34,2,0.107623445,1029,"X","X","X",187,0.149732620320856,0.36096256684492,0.497326203208556,11.2352941176471,0.917253166112176,130.924149141959,165.209298792342,213.261774958616,1.35047908385034,4.21682080250278,7.08316252115522,120.822364134601,137.304653592313,156.09975052391,122.33415496363,141.286809859356,163.423984110851,123.56321850014,145.590700474966,171.164303377383,124.9264287301,149.797581603132,179.195222525982,126.354618458865,154.216713589299,187.728529236444,127.744630637514,158.745018351844,196.672515407108,129.052904344235,163.456363850032,206.156028990254,130.37694523504,168.342639656708,216.054654205697,NA,NA,NA,156843,156506,157180
"Rufous-chinned Laughingthrush","Ianthocincla rufogularis","ruclau1","Passeriformes","Leiothrichidae (Laughingthrushes and Allies)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","Yes","Himalayas","Forest","Resident",NA,NA,NA,"Rufous-chinned Laughingthrush","Ianthocincla rufogularis","Rufous-chinned Laughingthrush","Ianthocincla rufogularis","Least Concern","Schedule-II","","",NA,"Rufous-chinned Laughingthrush","Ianthocincla rufogularis","avibase-422037AA",1,4.06,5,0.545457077,1030,"","X","X",56,0.125,0.377232142857143,0.464285714285714,15.6607142857143,1.50191862144876,NA,NA,NA,-1.28131034288069,3.58661015722027,8.45453065732124,109.743335549558,145.128650922853,191.328679524648,109.193399228847,149.738374645549,205.281804636465,108.734882055434,154.419839465936,220.013085771826,107.927636591124,159.357179738658,235.895250229459,107.05386369151,164.744266145484,253.512586821985,106.322225515045,169.995607495938,272.615742494038,105.494133677752,175.462489791169,292.861665693126,104.557953039767,181.065922315979,315.192467098968,NA,NA,NA,43994,43555,44433
