eBird.English.Name.2022,longtermlci,longtermmean,longtermrci,currentslopelci,currentslopemean,currentsloperci,rangelci,rangemean,rangerci,SOIBv2.Long.Term.Status,SOIBv2.Current.Status,SOIBv2.Range.Status,SOIBv2.Priority.Status
Red-headed Vulture,-92.48386561,-90.64062873,-88.42453281,-8.715939026,-7.136184513,-5.556430001,18.85,18.916,18.982,Rapid Decline,Rapid Decline,Moderate,High
Cinereous Vulture,-81.68787436,-75.78841795,-68.71196866,-5.402761529,-2.433962816,0.534835896,9.191,9.246,9.301,Rapid Decline,Trend Inconclusive,Moderate,Moderate
White-rumped Vulture,-97.82625048,-97.50545312,-97.1495898,-7.15215806,-5.6415509,-4.130943741,21.24,21.294,21.348,Rapid Decline,Decline,Moderate,High
Indian Vulture,-96.19285995,-95.48653821,-94.79889237,-10.70761191,-9.712464188,-8.71731647,22.507,22.564,22.621,Rapid Decline,Rapid Decline,Moderate,High
Slender-billed Vulture,NA,NA,NA,NA,NA,NA,2.669,2.728,2.787,Insufficient Data,Insufficient Data,Restricted,High
Himalayan Griffon,-52.61715327,-43.62690782,-32.55972843,-3.634672971,-1.950337834,-0.266002697,21.068,21.11,21.152,Decline,Trend Inconclusive,Moderate,Moderate
Eurasian Griffon,-86.27637997,-82.90842088,-78.71330562,-8.937569677,-7.017619532,-5.097669388,17.602,17.666,17.73,Rapid Decline,Decline,Moderate,High
Nicobar Serpent-Eagle,NA,NA,NA,NA,NA,NA,0.138,0.14,0.142,Insufficient Data,Insufficient Data,Restricted,Moderate
Crested Serpent-Eagle,-41.24424953,-32.08317873,-21.20457028,-2.917930707,-1.582365274,-0.246799841,108.256,108.31,108.364,Trend Inconclusive,Trend Inconclusive,Very Large,Low
Andaman Serpent-Eagle,NA,NA,NA,-9.136180346,-6.824933443,-4.513686539,0.527,0.527,0.527,Insufficient Data,Rapid Decline,Restricted,High
Short-toed Snake-Eagle,-68.79324553,-63.23568248,-57.30698158,-6.091601329,-5.00615608,-3.920710831,122.909,122.985,123.061,Rapid Decline,Rapid Decline,Very Large,High
Changeable Hawk-Eagle,-47.36321734,-37.74505052,-26.97643673,-1.667044109,-0.014147563,1.638748983,52.389,52.445,52.501,Decline,Stable,Large,Low
Mountain Hawk-Eagle,-43.99911865,-28.19299447,-10.94955756,-3.474534425,-1.039549227,1.395435972,11.752,11.803,11.854,Trend Inconclusive,Stable,Moderate,Low
Legge's Hawk-Eagle,NA,NA,NA,NA,NA,NA,4.179,4.179,4.179,Insufficient Data,Insufficient Data,Restricted,Moderate
Rufous-bellied Eagle,-43.26245519,-25.00608111,-0.507251808,-2.805146246,-0.236273159,2.332599927,17.43,17.489,17.548,Trend Inconclusive,Stable,Moderate,Low
Black Eagle,-48.45158924,-39.30156674,-27.54748235,-2.855510964,-1.22405477,0.407401423,48.486,48.542,48.598,Decline,Stable,Large,Low
Indian Spotted Eagle,-41.67549338,-24.26033446,0.924204341,-4.715071791,-2.611389254,-0.507706718,30.916,30.981,31.046,Trend Inconclusive,Trend Inconclusive,Large,Moderate
Greater Spotted Eagle,-24.53735187,-3.903029081,19.6375615,-3.656340632,-1.531854949,0.592630734,48.349,48.408,48.467,Stable,Stable,Large,Low
Booted Eagle,-27.34430565,-10.87076343,11.16168587,-3.791230001,-1.954283113,-0.117336225,104.806,104.875,104.944,Stable,Trend Inconclusive,Very Large,Low
Tawny Eagle,-77.89308876,-72.76244095,-65.22407585,-7.599162941,-5.90153287,-4.203902799,13.32,13.378,13.436,Rapid Decline,Rapid Decline,Moderate,High
Steppe Eagle,-46.19817244,-30.94134335,-10.16459967,-3.920550136,-1.501797288,0.916955561,37.887,37.935,37.983,Trend Inconclusive,Stable,Large,Low
Imperial Eagle,-54.07844846,-31.99188482,-1.215285684,-4.273267866,-1.002148372,2.268971121,9.629,9.68,9.731,Trend Inconclusive,Trend Inconclusive,Moderate,Moderate
Golden Eagle,NA,NA,NA,NA,NA,NA,6.658,6.733,6.808,Insufficient Data,Insufficient Data,Moderate,Low
Bonelli's Eagle,-32.79564894,-16.81221148,0.918373787,-3.094676812,-1.516586065,0.061504682,93.265,93.347,93.429,Stable,Stable,Large,Low
White-eyed Buzzard,-44.5611415,-35.38745717,-24.05209071,-4.916043323,-3.697788801,-2.479534279,95.444,95.515,95.586,Trend Inconclusive,Decline,Large,Moderate
Rufous-winged Buzzard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gray-faced Buzzard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eurasian Marsh-Harrier,-66.87298505,-60.90567864,-54.41628455,-5.533210705,-4.298129873,-3.063049041,96.934,96.99,97.046,Rapid Decline,Decline,Large,High
Eastern Marsh-Harrier,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hen Harrier,NA,NA,NA,-7.948322141,-5.336533266,-2.72474439,8.903,8.971,9.039,Insufficient Data,Decline,Moderate,Moderate
Pallid Harrier,-81.58321874,-77.67102709,-72.79438145,-5.78603747,-4.281987809,-2.777938148,45.871,45.934,45.997,Rapid Decline,Decline,Large,High
Pied Harrier,NA,NA,NA,-8.278881294,-5.592705406,-2.906529518,9.661,9.717,9.773,Insufficient Data,Trend Inconclusive,Moderate,Low
Montagu's Harrier,-69.7713567,-63.17029536,-55.29946538,-6.023891169,-4.644639757,-3.265388346,41.502,41.561,41.62,Rapid Decline,Decline,Large,High
Crested Goshawk,-60.8305707,-51.81381998,-39.46556516,-2.945328275,-0.615042011,1.715244254,20.249,20.303,20.357,Decline,Stable,Moderate,Moderate
Shikra,7.300130306,22.12526144,40.41120721,-2.356466199,-0.987140889,0.38218442,224.877,224.916,224.955,Trend Inconclusive,Stable,Very Large,Low
Nicobar Sparrowhawk,NA,NA,NA,NA,NA,NA,0.027,0.027,0.027,Insufficient Data,Insufficient Data,Very Restricted,High
Chinese Sparrowhawk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Japanese Sparrowhawk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Besra,NA,NA,NA,NA,NA,NA,8.602,8.602,8.602,Insufficient Data,Insufficient Data,Moderate,Low
Eurasian Sparrowhawk,-55.6584878,-43.68408063,-31.01215568,-1.411529259,1.184393215,3.780315688,55.713,55.784,55.855,Decline,Stable,Large,Low
Northern Goshawk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red Kite,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Black Kite,-7.55535277,4.090007627,16.31477564,-3.054784262,-1.926140267,-0.797496271,156.532,156.568,156.604,Stable,Trend Inconclusive,Very Large,Low
Brahminy Kite,-12.04236669,1.67492498,16.196633,-0.799158647,0.804140473,2.407439593,69.384,69.421,69.458,Stable,Stable,Large,Low
White-tailed Eagle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pallas's Fish-Eagle,-79.13673002,-71.33410085,-59.33125322,-6.017118301,-2.116194701,1.7847289,2.742,2.77,2.798,Rapid Decline,Trend Inconclusive,Restricted,High
White-bellied Sea-Eagle,-70.80957127,-62.75146781,-53.39587191,-3.838310607,-1.463729724,0.910851159,9.509,9.536,9.563,Rapid Decline,Stable,Moderate,Moderate
Lesser Fish-Eagle,-34.369644,-9.91352759,23.59699061,-4.801565863,-1.834050613,1.133464637,5.761,5.788,5.815,Stable,Trend Inconclusive,Moderate,Low
Gray-headed Fish-Eagle,NA,NA,NA,NA,NA,NA,12.143,12.195,12.247,Insufficient Data,Insufficient Data,Moderate,Moderate
Rough-legged Hawk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Common Buzzard,-61.76575894,-53.27222947,-42.57174229,-2.249012232,0.155560249,2.56013273,34.302,34.357,34.412,Decline,Stable,Large,Low
Himalayan Buzzard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Long-legged Buzzard,-91.91263787,-67.47112897,22.92764063,-16.44613439,-3.869807388,8.706519616,30.565,30.626,30.687,Trend Inconclusive,Trend Inconclusive,Large,Low
Upland Buzzard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Australasian Grass-Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barn Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andaman Masked-Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oriental Bay-Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sri Lanka Bay-Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andaman Scops-Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mountain Scops-Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indian Scops-Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Collared Scops-Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicobar Scops-Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eurasian Scops-Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pallid Scops-Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oriental Scops-Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eurasian Eagle-Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rock Eagle-Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spot-bellied Eagle-Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dusky Eagle-Owl,NA,NA,NA,NA,NA,NA,3.486,3.538,3.59,Insufficient Data,Insufficient Data,Restricted,Moderate
Brown Fish-Owl,-54.42956528,-44.67176732,-32.61385321,-4.965939075,-3.510116217,-2.054293359,51.187,51.263,51.339,Decline,Decline,Large,Moderate
Tawny Fish-Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buffy Fish-Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asian Barred Owlet,15.79182304,37.77687965,66.57108908,-0.267017638,1.483305615,3.233628867,26.36,26.403,26.446,Trend Inconclusive,Stable,Large,Low
Jungle Owlet,-18.13087559,-3.994959998,13.83678791,1.867656508,3.723099473,5.578542438,66.569,66.622,66.675,Stable,Increase,Large,Low
Collared Owlet,NA,NA,NA,NA,NA,NA,16.391,16.446,16.501,Insufficient Data,Insufficient Data,Moderate,Low
Spotted Owlet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Little Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Forest Owlet,NA,NA,NA,NA,NA,NA,1.626,1.669,1.712,Insufficient Data,Insufficient Data,Restricted,High
Mottled Wood-Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown Wood-Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tawny Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Himalayan Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Long-eared Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Short-eared Owl,NA,NA,NA,-6.358049889,-3.07027363,0.21750263,9.151,9.208,9.265,Insufficient Data,Trend Inconclusive,Moderate,Low
Boreal Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andaman Boobook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown Boobook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hume's Boobook,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malabar Trogon,-57.8123174,-46.35665201,-30.81567297,-3.701590832,-1.682697197,0.336196438,12.002,12.036,12.07,Decline,Stable,Moderate,Moderate
Red-headed Trogon,-48.18537971,-28.37383241,0.036835575,-5.501369488,-3.022814554,-0.544259621,6.197,6.246,6.295,Trend Inconclusive,Trend Inconclusive,Moderate,Low
Ward's Trogon,NA,NA,NA,NA,NA,NA,0.77,0.793,0.816,Insufficient Data,Insufficient Data,Restricted,Moderate
Eurasian Hoopoe,-57.94319479,-52.39020121,-46.62584625,-3.642177678,-2.514892418,-1.387607158,183.76,183.803,183.846,Decline,Trend Inconclusive,Very Large,Moderate
Great Hornbill,-34.88675983,-20.18737492,-1.793446693,-3.495299957,-1.531121495,0.433056968,13.909,13.943,13.977,Trend Inconclusive,Stable,Moderate,Low
Brown Hornbill,NA,NA,NA,NA,NA,NA,0.898,0.953,1.008,Insufficient Data,Insufficient Data,Restricted,Moderate
Indian Gray Hornbill,70.87953138,95.55712175,126.0454007,-1.081406275,0.30796429,1.697334855,144.961,145.008,145.055,Rapid Increase,Stable,Very Large,Low
Malabar Gray Hornbill,-34.41103705,-21.34242371,-7.176411769,0.061522636,2.023201218,3.984879799,12.02,12.038,12.056,Trend Inconclusive,Trend Inconclusive,Moderate,Moderate
Malabar Pied-Hornbill,21.78395116,60.88100047,109.5760613,0.622524083,3.625055235,6.627586388,16.21,16.252,16.294,Trend Inconclusive,Trend Inconclusive,Moderate,Moderate
Oriental Pied-Hornbill,-18.0106817,2.927328829,28.99424446,-2.312329506,0.07531063,2.462950767,12.943,12.987,13.031,Stable,Stable,Moderate,Low
Rufous-necked Hornbill,NA,NA,NA,NA,NA,NA,1.809,1.833,1.857,Insufficient Data,Insufficient Data,Restricted,High
Wreathed Hornbill,NA,NA,NA,NA,NA,NA,2.858,2.897,2.936,Insufficient Data,Insufficient Data,Restricted,High
Narcondam Hornbill,NA,NA,NA,NA,NA,NA,0.001,0.001,0.001,Insufficient Data,Insufficient Data,Very Restricted,High
Blyth's Kingfisher,NA,NA,NA,NA,NA,NA,1.284,1.368,1.452,Insufficient Data,Insufficient Data,Restricted,Moderate
Common Kingfisher,-32.07015201,-22.45881807,-11.66300884,-2.820027846,-1.510048062,-0.200068278,203.46,203.509,203.558,Trend Inconclusive,Trend Inconclusive,Very Large,Low
Blue-eared Kingfisher,NA,NA,NA,-3.186590471,-0.30920332,2.568183832,9.842,9.888,9.934,Insufficient Data,Trend Inconclusive,Moderate,Low
Black-backed Dwarf-Kingfisher,NA,NA,NA,-6.09759687,-3.614368627,-1.131140383,3.743,3.763,3.783,Insufficient Data,Trend Inconclusive,Restricted,Moderate
Rufous-backed Dwarf-Kingfisher,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown-winged Kingfisher,NA,NA,NA,NA,NA,NA,0.529,0.551,0.573,Insufficient Data,Insufficient Data,Very Restricted,High
Stork-billed Kingfisher,-26.50810051,-14.80135972,-2.800865974,1.506481867,3.354919159,5.203356452,52.245,52.292,52.339,Trend Inconclusive,Increase,Large,Low
Ruddy Kingfisher,NA,NA,NA,NA,NA,NA,1.574,1.601,1.628,Insufficient Data,Insufficient Data,Restricted,Moderate
White-throated Kingfisher,18.34260152,31.50180439,46.62243698,0.047072071,1.245508625,2.44394518,239.673,239.701,239.729,Trend Inconclusive,Trend Inconclusive,Very Large,Low
Black-capped Kingfisher,-91.20848437,-88.81604066,-85.55886849,-7.776299292,-5.788397997,-3.800496701,6.734,6.777,6.82,Rapid Decline,Rapid Decline,Moderate,High
Collared Kingfisher,NA,NA,NA,NA,NA,NA,1.746,1.764,1.782,Insufficient Data,Insufficient Data,Restricted,Moderate
Crested Kingfisher,-34.65304864,-17.29307643,1.826366594,-4.638239254,-3.099056724,-1.559874193,12.977,13.027,13.077,Stable,Decline,Moderate,Moderate
Pied Kingfisher,-56.93134801,-51.1330396,-45.20163443,-5.245415916,-4.21136074,-3.177305564,186.776,186.826,186.876,Decline,Decline,Very Large,Moderate
Blue-bearded Bee-eater,-35.28326752,-19.83320339,0.935721464,-2.488347375,-0.444811964,1.598723448,22.9,22.9,22.9,Trend Inconclusive,Stable,Moderate,Low
Asian Green Bee-eater,-12.09247725,-2.735496842,7.25498354,-1.368570705,-0.26086933,0.846832045,223.291,223.322,223.353,Stable,Stable,Very Large,Low
Blue-throated Bee-eater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue-cheeked Bee-eater,NA,NA,NA,-6.27748783,-3.992897288,-1.708306747,12.564,12.619,12.674,Insufficient Data,Trend Inconclusive,Moderate,Low
Blue-tailed Bee-eater,27.5729388,46.75113524,69.28797431,3.123365979,5.30522073,7.48707548,59.478,59.535,59.592,Increase,Rapid Increase,Large,Low
European Bee-eater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chestnut-headed Bee-eater,-24.35460508,-9.253265319,8.943848064,-1.157540778,0.873529897,2.904600571,21.566,21.614,21.662,Stable,Stable,Moderate,Low
European Roller,NA,NA,NA,-6.855898791,-4.60161077,-2.347322749,37.363,37.419,37.475,Insufficient Data,Decline,Large,Moderate
Indian Roller,-46.51811886,-39.97619276,-32.54476136,-4.856815154,-3.872586321,-2.888357488,211.458,211.502,211.546,Decline,Decline,Very Large,Moderate
Indochinese Roller,-19.19807486,-1.284363657,20.18180019,-2.426924065,-0.455858908,1.515206249,9.341,9.341,9.341,Stable,Stable,Moderate,Low
Dollarbird,-22.80022723,1.73680191,31.75592706,-3.266008408,-0.984012932,1.297982544,12.236,12.281,12.326,Stable,Stable,Moderate,Low
Malabar Barbet,-32.89032164,-19.00273632,-1.199365781,3.422054138,6.426784367,9.431514597,9.03,9.041,9.052,Trend Inconclusive,Trend Inconclusive,Moderate,Low
Coppersmith Barbet,-5.509280573,8.791852986,24.33290136,-2.14813328,-0.519115455,1.109902371,191.49,191.533,191.576,Stable,Stable,Very Large,Low
Blue-eared Barbet,NA,NA,NA,0.668109222,5.207459852,9.746810482,9.903,9.966,10.029,Insufficient Data,Trend Inconclusive,Moderate,Low
Great Barbet,54.57837863,83.22925322,116.2608263,0.993638965,3.027109529,5.060580093,22.724,22.751,22.778,Rapid Increase,Trend Inconclusive,Moderate,Low
Lineated Barbet,-5.730583544,11.41527722,31.4529629,-1.135567104,0.757386911,2.650340927,21.192,21.228,21.264,Stable,Stable,Moderate,Low
Brown-headed Barbet,54.32199696,79.25067226,107.0629999,-1.583728426,0.083033452,1.74979533,79.919,79.963,80.007,Rapid Increase,Stable,Large,Low
White-cheeked Barbet,6.401611699,27.74609486,50.91159988,0.129929665,2.448990313,4.768050961,24.524,24.537,24.55,Trend Inconclusive,Trend Inconclusive,Moderate,Low
Golden-throated Barbet,NA,NA,NA,-7.297554682,-4.472538994,-1.647523306,6.823,6.87,6.917,Insufficient Data,Trend Inconclusive,Moderate,Low
Blue-throated Barbet,22.94076147,43.0941164,68.6664573,-1.338545574,0.307848732,1.954243037,37.166,37.196,37.226,Trend Inconclusive,Stable,Large,Low
Yellow-rumped Honeyguide,NA,NA,NA,NA,NA,NA,1.834,1.878,1.922,Insufficient Data,Insufficient Data,Restricted,Moderate
Eurasian Wryneck,-40.17895901,-23.5779598,-4.529148703,-4.204442292,-2.056446115,0.091550061,61.54,61.626,61.712,Trend Inconclusive,Trend Inconclusive,Large,Low
Speckled Piculet,-29.83879956,-8.664056525,15.64397811,1.04647412,3.77080218,6.495130239,26.304,26.361,26.418,Stable,Trend Inconclusive,Large,Low
White-browed Piculet,NA,NA,NA,NA,NA,NA,8.313,8.38,8.447,Insufficient Data,Insufficient Data,Moderate,Low
Heart-spotted Woodpecker,-64.1389483,-55.02947854,-44.91860779,-0.268282328,2.101569553,4.471421434,12.398,12.436,12.474,Decline,Stable,Moderate,Moderate
Brown-capped Pygmy Woodpecker,-54.06644111,-46.16709052,-36.29907794,0.689364397,2.678567888,4.66777138,70.035,70.099,70.163,Decline,Trend Inconclusive,Large,Moderate
Gray-capped Pygmy Woodpecker,-17.01491499,7.009760452,35.78097985,-2.686902912,-0.688023919,1.310855074,12.858,12.858,12.858,Stable,Stable,Moderate,Low
Yellow-crowned Woodpecker,-76.86818276,-72.78906975,-68.48129011,-4.40473183,-3.03942975,-1.67412767,97.583,97.659,97.735,Rapid Decline,Decline,Large,High
Brown-fronted Woodpecker,-31.77807502,-18.98714095,-2.46258757,0.103827052,2.143995869,4.184164685,10.013,10.044,10.075,Trend Inconclusive,Trend Inconclusive,Moderate,Low
Rufous-bellied Woodpecker,NA,NA,NA,NA,NA,NA,5.373,5.405,5.437,Insufficient Data,Insufficient Data,Moderate,Low
Fulvous-breasted Woodpecker,-3.924117181,20.16667735,49.29491699,-3.646637851,-2.055044997,-0.463452142,30.531,30.589,30.647,Trend Inconclusive,Trend Inconclusive,Large,Low
Freckle-breasted Woodpecker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stripe-breasted Woodpecker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darjeeling Woodpecker,NA,NA,NA,NA,NA,NA,2.605,2.652,2.699,Insufficient Data,Insufficient Data,Restricted,Moderate
Great Spotted Woodpecker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Himalayan Woodpecker,-29.58839631,-15.60702625,1.836171317,-1.743935985,0.189538981,2.123013947,9.182,9.209,9.236,Trend Inconclusive,Stable,Moderate,Low
Sind Woodpecker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crimson-breasted Woodpecker,NA,NA,NA,NA,NA,NA,2.898,2.946,2.994,Insufficient Data,Insufficient Data,Restricted,Moderate
Bay Woodpecker,NA,NA,NA,NA,NA,NA,8.123,8.173,8.223,Insufficient Data,Insufficient Data,Moderate,Low
Greater Flameback,-31.46929307,-15.74653222,1.770682978,1.238654138,3.922658835,6.606663531,37.562,37.605,37.648,Stable,Increase,Large,Low
White-naped Woodpecker,NA,NA,NA,NA,NA,NA,49.098,49.169,49.24,Insufficient Data,Insufficient Data,Large,Moderate
Rufous Woodpecker,-44.94130635,-34.44628635,-21.77479803,-0.952334531,0.860636045,2.67360662,42.737,42.793,42.849,Trend Inconclusive,Stable,Large,Low
Pale-headed Woodpecker,NA,NA,NA,NA,NA,NA,2.361,2.413,2.465,Insufficient Data,Insufficient Data,Restricted,Moderate
Himalayan Flameback,NA,NA,NA,NA,NA,NA,2.423,2.468,2.513,Insufficient Data,Insufficient Data,Restricted,Moderate
Common Flameback,NA,NA,NA,NA,NA,NA,4.871,4.916,4.961,Insufficient Data,Insufficient Data,Moderate,Low
Black-rumped Flameback,-19.47269693,-9.201111326,2.739848263,0.596740433,2.111525579,3.626310724,143.376,143.423,143.47,Stable,Trend Inconclusive,Very Large,Low
Lesser Yellownape,-17.00714106,-1.038027659,18.87916594,-0.378393013,1.524151195,3.426695404,32.94,32.989,33.038,Stable,Stable,Large,Low
Streak-throated Woodpecker,-13.51473842,6.418612235,34.11887588,-3.571773836,-1.746488142,0.078797551,22.933,22.984,23.035,Stable,Trend Inconclusive,Moderate,Low
Scaly-bellied Woodpecker,NA,NA,NA,-2.387706834,0.311188568,3.010083969,10.933,10.975,11.017,Insufficient Data,Stable,Moderate,Low
Gray-headed Woodpecker,22.65184993,55.63646474,101.1179041,2.444816393,6.108031568,9.771246742,18.982,19.02,19.058,Trend Inconclusive,Trend Inconclusive,Moderate,Low
Greater Yellownape,25.34395706,61.6608644,109.7470705,-0.247249464,2.644257618,5.5357647,14.351,14.402,14.453,Trend Inconclusive,Trend Inconclusive,Moderate,Low
Great Slaty Woodpecker,NA,NA,NA,NA,NA,NA,2.881,2.934,2.987,Insufficient Data,Insufficient Data,Restricted,High
White-bellied Woodpecker,-69.90744981,-61.99302216,-51.93647359,-3.402008521,-1.079242106,1.243524309,7.911,7.935,7.959,Rapid Decline,Stable,Moderate,Moderate
Andaman Woodpecker,NA,NA,NA,-8.687024891,-5.75181696,-2.816609028,0.502,0.504,0.506,Insufficient Data,Trend Inconclusive,Restricted,High
Collared Falconet,NA,NA,NA,NA,NA,NA,2.936,2.984,3.032,Insufficient Data,Insufficient Data,Restricted,Moderate
Pied Falconet,NA,NA,NA,NA,NA,NA,2.1,2.154,2.208,Insufficient Data,Insufficient Data,Restricted,Moderate
Lesser Kestrel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eurasian Kestrel,-74.7648652,-71.50479901,-67.22884915,-8.133119384,-7.295125498,-6.457131612,149.138,149.203,149.268,Rapid Decline,Rapid Decline,Very Large,High
Red-necked Falcon,-68.15355955,-56.70286985,-42.36181296,-6.31817006,-4.74091787,-3.163665679,62.923,63.018,63.113,Decline,Decline,Large,Moderate
Red-footed Falcon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amur Falcon,NA,NA,NA,-7.582289507,-5.212498141,-2.842706774,9.913,9.913,9.913,Insufficient Data,Decline,Moderate,Moderate
Merlin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eurasian Hobby,NA,NA,NA,NA,NA,NA,7.638,7.735,7.832,Insufficient Data,Insufficient Data,Moderate,Low
Oriental Hobby,NA,NA,NA,NA,NA,NA,1.63,1.697,1.764,Insufficient Data,Insufficient Data,Restricted,Moderate
Laggar Falcon,NA,NA,NA,-8.088227709,-6.024509816,-3.960791923,11.92,11.984,12.048,Insufficient Data,Rapid Decline,Moderate,Moderate
Saker Falcon,NA,NA,NA,NA,NA,NA,0.739,0.791,0.843,Insufficient Data,Insufficient Data,Restricted,High
Peregrine Falcon,-55.05315805,-44.71384626,-33.5849311,-2.57899759,-0.758811578,1.061374434,44.017,44.017,44.017,Decline,Stable,Large,Low
Alexandrine Parakeet,82.80021967,108.7844468,143.7601662,3.645115948,5.60115775,7.557199551,107.012,107.061,107.11,Rapid Increase,Rapid Increase,Very Large,Low
Rose-ringed Parakeet,18.01346567,31.05034969,46.18869562,0.171611684,1.401999837,2.632387989,227.277,227.306,227.335,Trend Inconclusive,Trend Inconclusive,Very Large,Low
Slaty-headed Parakeet,-10.00834302,8.293818439,29.72121619,-1.07047579,0.99057626,3.05162831,10.986,11.014,11.042,Stable,Stable,Moderate,Low
Gray-headed Parakeet,NA,NA,NA,NA,NA,NA,0.33,0.895,1.46,Insufficient Data,Insufficient Data,Restricted,Moderate
Plum-headed Parakeet,-23.43853322,-13.42721523,-1.980875565,-0.173330389,1.287735567,2.748801522,145.737,145.786,145.835,Trend Inconclusive,Stable,Very Large,Low
Blossom-headed Parakeet,NA,NA,NA,NA,NA,NA,2.207,2.269,2.331,Insufficient Data,Insufficient Data,Restricted,Moderate
Malabar Parakeet,-44.89161177,-31.76702276,-14.50268235,-2.000759071,0.481866323,2.964491717,11.52,11.531,11.542,Trend Inconclusive,Stable,Moderate,Low
Derbyan Parakeet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red-breasted Parakeet,-27.4640473,-9.296848379,11.49933644,-3.115860819,-1.05311595,1.009628918,12.646,12.68,12.714,Stable,Stable,Moderate,Low
Nicobar Parakeet,NA,NA,NA,NA,NA,NA,0.143,0.15,0.157,Insufficient Data,Insufficient Data,Restricted,Moderate
Long-tailed Parakeet,NA,NA,NA,NA,NA,NA,0.669,0.669,0.669,Insufficient Data,Insufficient Data,Restricted,High
Vernal Hanging-Parrot,-33.02584295,-18.63458261,-1.873521952,3.440410371,6.178555023,8.916699676,16.45,16.474,16.498,Trend Inconclusive,Rapid Increase,Moderate,Low
