eBird.English.Name.2023,eBird.Scientific.Name.2023,eBird.Code,Order,Family,SOIB.Concern.Status,SOIB.Long.Term.Status,SOIB.Current.Status,SOIB.Range.Status,Breeding.Activity.Period,Non.Breeding.Activity.Period,Diet.Guild,India.Endemic,Subcontinent.Endemic,Himalayas.Endemic,Endemic.Region,Habitat.Specialization,Migratory.Status.Within.India,Essential,Discard,Restricted.Islands,India.Checklist.Common.Name,India.Checklist.Scientific.Name,Onepercent.Estimates
Great Reed Warbler,Acrocephalus arundinaceus,grrwar1,Passeriformes,Acrocephalidae (Reed Warblers and Allies),NA,NA,NA,NA,24 hour,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Uncertain,NA,NA,NA,Great Reed Warbler,Acrocephalus arundinaceus,NA
Oriental Reed Warbler,Acrocephalus orientalis,orrwar1,Passeriformes,Acrocephalidae (Reed Warblers and Allies),NA,NA,NA,NA,24 hour,Diurnal,,No,No,No,Non-endemic,Wetland,Winter Migrant,NA,NA,NA,Oriental Reed Warbler,Acrocephalus orientalis,NA
Clamorous Reed Warbler,Acrocephalus stentoreus,clrwar1,Passeriformes,Acrocephalidae (Reed Warblers and Allies),Low,Uncertain,Uncertain,Large,24 hour,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Resident & Winter Migrant,NA,NA,NA,Clamorous Reed Warbler,Acrocephalus stentoreus,NA
Pallas's Grasshopper Warbler,Helopsaltes certhiola,pagwar1,Passeriformes,Locustellidae (Grassbirds and Allies),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Winter Migrant,1,NA,NA,Rusty-rumped Warbler,Helopsaltes certhiola,NA
Lanceolated Warbler,Locustella lanceolata,lanwar,Passeriformes,Locustellidae (Grassbirds and Allies),NA,NA,NA,NA,24 hour,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Winter Migrant,NA,NA,NA,Lanceolated Warbler,Locustella lanceolata,NA
Brown Bush Warbler,Locustella luteoventris,brbwar2,Passeriformes,Locustellidae (Grassbirds and Allies),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Grassland & Scrub,Summer Migrant,NA,NA,NA,Brown Bush Warbler,Locustella luteoventris,NA
Common Grasshopper Warbler,Locustella naevia,cogwar1,Passeriformes,Locustellidae (Grassbirds and Allies),NA,NA,NA,NA,24 hour,Diurnal,Invertebrate,No,No,No,Non-endemic,Grassland & Scrub,Winter Migrant,NA,1,NA,Grasshopper Warbler,Locustella naevia,NA
Long-billed Bush Warbler,Locustella major,lbbwar1,Passeriformes,Locustellidae (Grassbirds and Allies),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Grassland & Scrub,Summer Migrant,1,NA,NA,Long-billed Bush Warbler,Locustella major,NA
Chinese Bush Warbler,Locustella tacsanowskia,chbwar1,Passeriformes,Locustellidae (Grassbirds and Allies),NA,NA,NA,NA,24 hour,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Uncertain,NA,1,NA,Chinese Bush Warbler,Locustella tacsanowskia,NA
Baikal Bush Warbler,Locustella davidi,spobuw1,Passeriformes,Locustellidae (Grassbirds and Allies),NA,NA,NA,NA,24 hour,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Winter Migrant,NA,NA,NA,Baikal Bush Warbler,Locustella davidi,NA
West Himalayan Bush Warbler,Locustella kashmirensis,spobuw2,Passeriformes,Locustellidae (Grassbirds and Allies),High,Data Deficient,Data Deficient,Very Restricted,Diurnal,Diurnal,Invertebrate,No,No,Yes,Western Himalayas,Grassland & Scrub,Within-India Migrant,NA,NA,NA,West Himalayan Bush Warbler,Locustella kashmirensis,NA
Spotted Bush Warbler,Locustella thoracica,spobuw3,Passeriformes,Locustellidae (Grassbirds and Allies),Moderate,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Grassland,Local Migrant & Winter Migrant,NA,NA,NA,Spotted Bush Warbler,Locustella thoracica,NA
Russet Bush Warbler,Locustella mandelli,rubwar1,Passeriformes,Locustellidae (Grassbirds and Allies),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Grassland & Scrub,Summer Migrant & Localized Winter Migrant,NA,NA,NA,Russet Bush Warbler,Locustella mandelli,NA
Broad-tailed Grassbird,Schoenicola platyurus,brtgra2,Passeriformes,Locustellidae (Grassbirds and Allies),High,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Invertebrate,Yes,Yes,No,Western Ghats,Grassland & Scrub,Resident & Local Migrant,NA,NA,NA,Broad-tailed Grassbird,Schoenicola platyurus,NA
Bristled Grassbird,Schoenicola striatus,brigra2,Passeriformes,Locustellidae (Grassbirds and Allies),High,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Invertebrate,No,Yes,No,Indian Subcontinent,Wetland,Within-India Migrant,NA,NA,NA,Bristled Grassbird,Schoenicola striatus,NA
Striated Grassbird,Megalurus palustris,strgra1,Passeriformes,Locustellidae (Grassbirds and Allies),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Resident,NA,NA,NA,Striated Grassbird,Megalurus palustris,NA
Scaly-breasted Cupwing,Pnoepyga albiventer,scbcup3,Passeriformes,Pnoepygidae (Cupwings),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Scaly-breasted Wren Babbler,Pnoepyga albiventer,NA
Immaculate Cupwing,Pnoepyga immaculata,immwrb1,Passeriformes,Pnoepygidae (Cupwings),Moderate,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Invertebrate,No,No,Yes,Himalayas,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Nepal Wren Babbler,Pnoepyga immaculata,NA
Pygmy Cupwing,Pnoepyga pusilla,pywbab1,Passeriformes,Pnoepygidae (Cupwings),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Pygmy Wren Babbler,Pnoepyga pusilla,NA
Gray-throated Martin,Riparia chinensis,gytmar1,Passeriformes,Hirundinidae (Swallows),Low,Stable,Uncertain,Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Resident,NA,NA,NA,Grey-throated Martin,Riparia chinensis,NA
Bank Swallow,Riparia riparia,banswa,Passeriformes,Hirundinidae (Swallows),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Winter Migrant,NA,NA,NA,Sand Martin,Riparia riparia,NA
Pale Martin,Riparia diluta,pasmar1,Passeriformes,Hirundinidae (Swallows),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Resident & Winter Migrant,NA,NA,NA,Pale Martin,Riparia diluta,NA
Eurasian Crag-Martin,Ptyonoprogne rupestris,eurcrm1,Passeriformes,Hirundinidae (Swallows),Moderate,Strong Decline,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Alpine & Cold Desert,Summer Migrant & Winter Migrant,NA,NA,NA,Eurasian Crag Martin,Ptyonoprogne rupestris,NA
Dusky Crag-Martin,Ptyonoprogne concolor,duscrm1,Passeriformes,Hirundinidae (Swallows),Low,Stable,Strong Increase,Very Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Resident,NA,NA,NA,Dusky Crag Martin,Ptyonoprogne concolor,NA
Hill Swallow,Hirundo domicola,pacswa3,Passeriformes,Hirundinidae (Swallows),Moderate,Data Deficient,Uncertain,Restricted,Diurnal,Diurnal,Invertebrate,No,Yes,No,Western Ghats & Sri Lanka,Non-specialized,Resident,NA,NA,NA,Hill Swallow,Hirundo domicola,NA
Pacific Swallow,Hirundo tahitica,pacswa1,Passeriformes,Hirundinidae (Swallows),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Resident,NA,NA,1,Pacific Swallow,Hirundo tahitica,NA
Barn Swallow,Hirundo rustica,barswa,Passeriformes,Hirundinidae (Swallows),Low,Stable,Uncertain,Very Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Within-India Migrant & Winter Migrant,NA,NA,NA,Barn Swallow,Hirundo rustica,NA
Wire-tailed Swallow,Hirundo smithii,witswa1,Passeriformes,Hirundinidae (Swallows),Low,Stable,Uncertain,Very Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Resident,NA,NA,NA,Wire-tailed Swallow,Hirundo smithii,NA
Western House-Martin,Delichon urbicum,comhom1,Passeriformes,Hirundinidae (Swallows),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Winter Migrant & Localized Summer Migrant,NA,NA,NA,Northern House Martin,Delichon urbicum,NA
Siberian House-Martin,Delichon lagopodum,comhom2,Passeriformes,Hirundinidae (Swallows),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Uncertain,NA,NA,NA,Siberian House-Martin,Delichon lagopodum,NA
Asian House-Martin,Delichon dasypus,ashmar1,Passeriformes,Hirundinidae (Swallows),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Winter Migrant & Localized Summer Migrant,1,NA,NA,Asian House Martin,Delichon dasypus,NA
Nepal House-Martin,Delichon nipalense,nephom1,Passeriformes,Hirundinidae (Swallows),Moderate,Data Deficient,Uncertain,Restricted,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Resident & Altitudinal Migrant,NA,NA,NA,Nepal House Martin,Delichon nipalense,NA
Red-rumped Swallow,Cecropis daurica,rerswa1,Passeriformes,Hirundinidae (Swallows),Low,Stable,Uncertain,Very Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Resident & Winter Migrant,NA,NA,NA,Red-rumped Swallow,Cecropis daurica,NA
Striated Swallow,Cecropis striolata,strswa2,Passeriformes,Hirundinidae (Swallows),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Resident,NA,NA,NA,Striated Swallow,Cecropis striolata,NA
Streak-throated Swallow,Petrochelidon fluvicola,sttswa2,Passeriformes,Hirundinidae (Swallows),Low,Stable,Strong Increase,Very Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Open Habitat,Local Migrant,NA,NA,NA,Streak-throated Swallow,Petrochelidon fluvicola,NA
White-throated Bulbul,Alophoixus flaveolus,whtbul1,Passeriformes,Pycnonotidae (Bulbuls),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,No,No,No,Non-endemic,Forest,Resident,NA,NA,NA,White-throated Bulbul,Alophoixus flaveolus,NA
Striated Bulbul,Alcurus striatus,strbul2,Passeriformes,Pycnonotidae (Bulbuls),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Striated Bulbul,Alcurus striatus,NA
Cachar Bulbul,Iole cacharensis,cacbul1,Passeriformes,Pycnonotidae (Bulbuls),High,Data Deficient,Data Deficient,Very Restricted,Diurnal,Diurnal,Omnivore,No,No,No,Northern Myanmar Lowlands,Forest,Resident,NA,NA,NA,Cachar Bulbul,Iole cacharensis,NA
Gray-eyed Bulbul,Iole propinqua,gyebul1,Passeriformes,Pycnonotidae (Bulbuls),NA,NA,NA,NA,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Forest,Resident,NA,1,NA,Grey-eyed Bulbul,Iole propinqua,NA
Ashy Bulbul,Hemixos flavala,ashbul1,Passeriformes,Pycnonotidae (Bulbuls),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Forest & Plantation,Resident,NA,NA,NA,Ashy Bulbul,Hemixos flavala,NA
Yellow-browed Bulbul,Acritillas indica,yebbul3,Passeriformes,Pycnonotidae (Bulbuls),Moderate,Strong Decline,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,Yes,No,Western Ghats & Sri Lanka,Forest & Plantation,Resident,NA,NA,NA,Yellow-browed Bulbul,Acritillas indica,NA
Mountain Bulbul,Ixos mcclellandii,moubul2,Passeriformes,Pycnonotidae (Bulbuls),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Forest,Resident,NA,NA,NA,Mountain Bulbul,Ixos mcclellandii,NA
Nicobar Bulbul,Ixos nicobariensis,nicbul2,Passeriformes,Pycnonotidae (Bulbuls),Moderate,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Omnivore,Yes,Yes,No,Nicobar Islands,Forest & Plantation,Resident,NA,NA,1,Nicobar Bulbul,Ixos nicobariensis,NA
Black Bulbul,Hypsipetes leucocephalus,blabul1,Passeriformes,Pycnonotidae (Bulbuls),Low,Uncertain,Uncertain,Large,Diurnal,Diurnal,Fruit & Nect,No,No,No,Non-endemic,Forest & Plantation,Resident & Altitudinal Migrant,NA,NA,NA,Black Bulbul,Hypsipetes leucocephalus,NA
Square-tailed Bulbul,Hypsipetes ganeesa,sqtbul1,Passeriformes,Pycnonotidae (Bulbuls),Moderate,Strong Decline,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,No,Yes,No,Western Ghats & Sri Lanka,Forest & Plantation,Local Migrant,NA,NA,NA,Square-tailed Bulbul,Hypsipetes ganeesa,NA
Gray-headed Bulbul,Microtarsus priocephalus,gyhbul1,Passeriformes,Pycnonotidae (Bulbuls),Moderate,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,Yes,Yes,No,Western Ghats,Forest,Resident,NA,NA,NA,Grey-headed Bulbul,Brachypodius priocephalus,NA
Black-headed Bulbul,Microtarsus melanocephalos,blhbul1,Passeriformes,Pycnonotidae (Bulbuls),NA,NA,NA,NA,Diurnal,Diurnal,Fruit & Nect,No,No,No,Non-endemic,Forest & Plantation,Resident,NA,NA,NA,Black-headed Bulbul,Brachypodius melanocephalos,NA
Andaman Bulbul,Microtarsus fuscoflavescens,andbul1,Passeriformes,Pycnonotidae (Bulbuls),Moderate,Data Deficient,Uncertain,Restricted,Diurnal,Diurnal,Fruit & Nect,Yes,Yes,No,Andaman Islands,Forest,Resident,NA,NA,1,Andaman Bulbul,Brachypodius fuscoflavescens,NA
Black-crested Bulbul,Rubigula flaviventris,blcbul2,Passeriformes,Pycnonotidae (Bulbuls),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,No,No,No,Non-endemic,Forest & Plantation,Resident,NA,NA,NA,Black-crested Bulbul,Rubigula flaviventris,NA
Flame-throated Bulbul,Rubigula gularis,bkcbul1,Passeriformes,Pycnonotidae (Bulbuls),Moderate,Moderate Decline,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,Yes,Yes,No,Western Ghats,Forest,Resident,NA,NA,NA,Flame-throated Bulbul,Rubigula gularis,NA
Crested Finchbill,Spizixos canifrons,crefin1,Passeriformes,Pycnonotidae (Bulbuls),NA,NA,NA,NA,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Forest,Resident,1,NA,NA,Crested Finchbill,Spizixos canifrons,NA
White-browed Bulbul,Pycnonotus luteolus,whbbul2,Passeriformes,Pycnonotidae (Bulbuls),Low,Uncertain,Uncertain,Large,Diurnal,Diurnal,Fruit & Nect,No,Yes,No,Indian Subcontinent,Forest & Plantation,Resident,NA,NA,NA,White-browed Bulbul,Pycnonotus luteolus,NA
Flavescent Bulbul,Pycnonotus flavescens,flabul1,Passeriformes,Pycnonotidae (Bulbuls),NA,NA,NA,NA,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Non-specialized,Resident,1,NA,NA,Flavescent Bulbul,Pycnonotus flavescens,NA
Yellow-throated Bulbul,Pycnonotus xantholaemus,yetbul1,Passeriformes,Pycnonotidae (Bulbuls),Moderate,Data Deficient,Moderate Decline,Moderate,Diurnal,Diurnal,Omnivore,Yes,Yes,No,Southern Deccan Plateau,Forest,Resident,NA,NA,NA,Yellow-throated Bulbul,Pycnonotus xantholaemus,NA
Red-whiskered Bulbul,Pycnonotus jocosus,rewbul,Passeriformes,Pycnonotidae (Bulbuls),Low,Uncertain,Uncertain,Very Large,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Non-specialized,Resident,NA,NA,NA,Red-whiskered Bulbul,Pycnonotus jocosus,NA
Red-vented Bulbul,Pycnonotus cafer,revbul,Passeriformes,Pycnonotidae (Bulbuls),Low,Stable,Stable,Very Large,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Non-specialized,Resident,NA,NA,NA,Red-vented Bulbul,Pycnonotus cafer,NA
White-eared Bulbul,Pycnonotus leucotis,whebul1,Passeriformes,Pycnonotidae (Bulbuls),Low,Uncertain,Uncertain,Large,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Non-specialized,Resident,NA,NA,NA,White-eared Bulbul,Pycnonotus leucotis,NA
Himalayan Bulbul,Pycnonotus leucogenys,whcbul2,Passeriformes,Pycnonotidae (Bulbuls),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,No,Yes,Himalayas,Non-specialized,Local Migrant,NA,NA,NA,Himalayan Bulbul,Pycnonotus leucogenys,NA
Wood Warbler,Phylloscopus sibilatrix,woowar,Passeriformes,Phylloscopidae (Leaf Warblers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Uncertain,NA,1,NA,Wood Warbler,Phylloscopus sibilatrix,NA
Ashy-throated Warbler,Phylloscopus maculipennis,astwar2,Passeriformes,Phylloscopidae (Leaf Warblers),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Ashy-throated Warbler,Phylloscopus maculipennis,NA
Buff-barred Warbler,Phylloscopus pulcher,bubwar1,Passeriformes,Phylloscopidae (Leaf Warblers),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Buff-barred Warbler,Phylloscopus pulcher,NA
Yellow-browed Warbler,Phylloscopus inornatus,yebwar3,Passeriformes,Phylloscopidae (Leaf Warblers),Moderate,Data Deficient,Strong Decline,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Winter Migrant,NA,NA,NA,Yellow-browed Warbler,Phylloscopus inornatus,NA
Hume's Warbler,Phylloscopus humei,humwar1,Passeriformes,Phylloscopidae (Leaf Warblers),Low,Uncertain,Strong Increase,Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Winter Migrant & Localized Summer Migrant,NA,NA,NA,Hume's Warbler,Phylloscopus humei,NA
Brooks's Leaf Warbler,Phylloscopus subviridis,brlwar1,Passeriformes,Phylloscopidae (Leaf Warblers),Moderate,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Winter Migrant,1,NA,NA,Brooks's Leaf Warbler,Phylloscopus subviridis,NA
Chinese Leaf Warbler,Phylloscopus yunnanensis,chilew1,Passeriformes,Phylloscopidae (Leaf Warblers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Uncertain,NA,1,NA,Chinese Leaf Warbler,Phylloscopus yunnanensis,NA
Pallas's Leaf Warbler,Phylloscopus proregulus,palwar5,Passeriformes,Phylloscopidae (Leaf Warblers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Uncertain,NA,NA,NA,Pallas's Leaf Warbler,Phylloscopus proregulus,NA
Lemon-rumped Warbler,Phylloscopus chloronotus,parwar1,Passeriformes,Phylloscopidae (Leaf Warblers),Moderate,Moderate Decline,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Resident & Altitudinal Migrant,NA,NA,NA,Lemon-rumped Warbler,Phylloscopus chloronotus,NA
Sichuan Leaf Warbler,Phylloscopus forresti,siclew1,Passeriformes,Phylloscopidae (Leaf Warblers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Resident & Altitudinal Migrant,NA,NA,NA,Sichuan Leaf Warbler,Phylloscopus forresti,NA
Tytler's Leaf Warbler,Phylloscopus tytleri,tylwar1,Passeriformes,Phylloscopidae (Leaf Warblers),High,Data Deficient,Uncertain,Very Restricted,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Within-India Migrant,1,NA,NA,Tytler's Leaf Warbler,Phylloscopus tytleri,NA
Sulphur-bellied Warbler,Phylloscopus griseolus,subwar2,Passeriformes,Phylloscopidae (Leaf Warblers),Moderate,Uncertain,Uncertain,Restricted,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Within-India Migrant,NA,NA,NA,Sulphur-bellied Warbler,Phylloscopus griseolus,NA
Tickell's Leaf Warbler,Phylloscopus affinis,y00989,Passeriformes,Phylloscopidae (Leaf Warblers),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Within-India Migrant & Winter Migrant,NA,NA,NA,Tickell's Leaf Warbler,Phylloscopus affinis,NA
Dusky Warbler,Phylloscopus fuscatus,duswar,Passeriformes,Phylloscopidae (Leaf Warblers),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Winter Migrant,NA,NA,NA,Dusky Warbler,Phylloscopus fuscatus,NA
Smoky Warbler,Phylloscopus fuligiventer,smowar1,Passeriformes,Phylloscopidae (Leaf Warblers),Moderate,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Grassland & Scrub,Winter Migrant & Localized Summer Migrant,NA,NA,NA,Smoky Warbler,Phylloscopus fuligiventer,NA
Plain Leaf Warbler,Phylloscopus neglectus,pllwar2,Passeriformes,Phylloscopidae (Leaf Warblers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Grassland & Scrub,Winter Migrant,NA,NA,NA,Plain Leaf Warbler,Phylloscopus neglectus,NA
Buff-throated Warbler,Phylloscopus subaffinis,butwar1,Passeriformes,Phylloscopidae (Leaf Warblers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Winter Migrant & Localized Summer Migrant,NA,NA,NA,Buff-throated Warbler,Phylloscopus subaffinis,NA
Willow Warbler,Phylloscopus trochilus,wlwwar,Passeriformes,Phylloscopidae (Leaf Warblers),NA,NA,NA,NA,24 hour,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Uncertain,NA,1,NA,Willow Warbler,Phylloscopus trochilus,NA
Mountain Chiffchaff,Phylloscopus sindianus,mouchi2,Passeriformes,Phylloscopidae (Leaf Warblers),Moderate,Data Deficient,Data Deficient,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Local Migrant,NA,NA,NA,Mountain Chiffchaff,Phylloscopus sindianus,NA
Common Chiffchaff,Phylloscopus collybita,comchi1,Passeriformes,Phylloscopidae (Leaf Warblers),Low,Stable,Uncertain,Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Winter Migrant,NA,NA,NA,Common Chiffchaff,Phylloscopus collybita,NA
White-spectacled Warbler,Phylloscopus intermedius,whswar1,Passeriformes,Phylloscopidae (Leaf Warblers),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,1,NA,NA,White-spectacled Warbler,Phylloscopus intermedius,NA
Gray-cheeked Warbler,Phylloscopus poliogenys,gycwar2,Passeriformes,Phylloscopidae (Leaf Warblers),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Grey-cheeked Warbler,Phylloscopus poliogenys,NA
Green-crowned Warbler,Phylloscopus burkii,goswar1,Passeriformes,Phylloscopidae (Leaf Warblers),Moderate,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Summer Migrant & Localized Winter Migrant,1,NA,NA,Green-crowned Warbler,Phylloscopus burkii,NA
Gray-crowned Warbler,Phylloscopus tephrocephalus,gycwar1,Passeriformes,Phylloscopidae (Leaf Warblers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Summer Migrant,NA,NA,NA,Grey-crowned Warbler,Phylloscopus tephrocephalus,NA
Whistler's Warbler,Phylloscopus whistleri,whiwar2,Passeriformes,Phylloscopidae (Leaf Warblers),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Resident & Local Migrant,NA,NA,NA,Whistler's Warbler,Phylloscopus whistleri,NA
Green Warbler,Phylloscopus nitidus,grnwar1,Passeriformes,Phylloscopidae (Leaf Warblers),,,,,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Winter Migrant,NA,NA,NA,Green Warbler,Phylloscopus nitidus,NA
Greenish Warbler,Phylloscopus trochiloides,grewar3,Passeriformes,Phylloscopidae (Leaf Warblers),Moderate,Moderate Decline,Uncertain,Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Winter Migrant & Localized Summer Migrant,NA,NA,NA,Greenish Warbler,Phylloscopus trochiloides,NA
Two-barred Warbler,Phylloscopus plumbeitarsus,grewar2,Passeriformes,Phylloscopidae (Leaf Warblers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Uncertain,NA,1,NA,Two-barred Warbler,Phylloscopus plumbeitarsus,NA
